from,to,relation,weight
mabo,phav,3,99
adpi,bedr,3,99
adpi,rasi,3,99
adpi,alka,3,99
adpi,mabo,3,99
bedr,adpi,3,99
rasi,adpi,3,99
alka,adpi,3,99
mabo,adpi,3,99
bedr,rasi,3,99
bedr,alka,3,99
bedr,mabo,3,99
rasi,bedr,3,99
alka,bedr,3,99
mabo,bedr,3,99
rasi,alka,3,99
rasi,mabo,3,99
alka,rasi,3,99
mabo,rasi,3,99
mabo,alka,3,99
alka,mabo,3,99
MitMe,MaFil,2,1
MitMe,RoPr,2,1
MitMe,Pin,2,1
MitMe,Ag,2,1
MitMe,LeFiDeLe,2,1
MitMe,4PrFi,2,1
Eu,MaFil,2,1
Eu,RoPr,2,1
Eu,Pin,2,1
Eu,Ag,2,1
Eu,LeFiDeLe,2,1
Eu,4PrFi,2,1
MaFil,bioa,3,99
MaFil,phav,3,99
MaFil,adpi,3,99
MaFil,bedr,3,99
MaFil,rasi,3,99
MaFil,alka,3,99
MaFil,mabo,3,99
bioa,MaFil,3,99
phav,MaFil,3,99
adpi,MaFil,3,99
bedr,MaFil,3,99
rasi,MaFil,3,99
alka,MaFil,3,99
mabo,MaFil,3,99
RoPr,bioa,3,99
RoPr,phav,3,99
RoPr,adpi,3,99
RoPr,bedr,3,99
RoPr,rasi,3,99
RoPr,alka,3,99
RoPr,mabo,3,99
bioa,RoPr,3,99
phav,RoPr,3,99
adpi,RoPr,3,99
bedr,RoPr,3,99
rasi,RoPr,3,99
alka,RoPr,3,99
mabo,RoPr,3,99
Pin,bioa,3,99
Pin,phav,3,99
Pin,adpi,3,99
Pin,bedr,3,99
Pin,rasi,3,99
Pin,alka,3,99
Pin,mabo,3,99
bioa,Pin,3,99
phav,Pin,3,99
adpi,Pin,3,99
bedr,Pin,3,99
rasi,Pin,3,99
alka,Pin,3,99
mabo,Pin,3,99
Ag,bioa,3,99
Ag,phav,3,99
Ag,adpi,3,99
Ag,bedr,3,99
Ag,rasi,3,99
Ag,alka,3,99
Ag,mabo,3,99
bioa,Ag,3,99
phav,Ag,3,99
adpi,Ag,3,99
bedr,Ag,3,99
rasi,Ag,3,99
alka,Ag,3,99
mabo,Ag,3,99
LeFiDeLe,bioa,3,99
LeFiDeLe,phav,3,99
LeFiDeLe,adpi,3,99
LeFiDeLe,bedr,3,99
LeFiDeLe,rasi,3,99
LeFiDeLe,alka,3,99
LeFiDeLe,mabo,3,99
bioa,LeFiDeLe,3,99
phav,LeFiDeLe,3,99
adpi,LeFiDeLe,3,99
bedr,LeFiDeLe,3,99
rasi,LeFiDeLe,3,99
alka,LeFiDeLe,3,99
mabo,LeFiDeLe,3,99
4PrFi,bioa,3,99
4PrFi,phav,3,99
4PrFi,adpi,3,99
4PrFi,bedr,3,99
4PrFi,rasi,3,99
4PrFi,alka,3,99
4PrFi,mabo,3,99
bioa,4PrFi,3,99
phav,4PrFi,3,99
adpi,4PrFi,3,99
bedr,4PrFi,3,99
rasi,4PrFi,3,99
alka,4PrFi,3,99
mabo,4PrFi,3,99
mome,Tes,1,99
anmu,Tes,1,99
erme,Tes,1,99
In,Tes,1,99
HuNaFiFo,Tes,2,1
mome,anmu,3,99
mome,erme,3,99
anmu,mome,3,99
erme,mome,3,99
anmu,erme,3,99
erme,anmu,3,99
HuNaFiFo,In,2,1
In,mome,3,99
In,anmu,3,99
In,erme,3,99
mome,In,3,99
anmu,In,3,99
erme,In,3,99
giro,Fuo,1,99
dopa,Fuo,1,99
21Un,Fuo,1,99
ArFrCi,Fuo,1,99
RaCi,Fuo,1,99
StEn,Fuo,1,99
InLuCi,Fuo,2,1
giro,dopa,3,99
dopa,giro,3,99
InLuCi,21Un,2,1
InLuCi,ArFrCi,2,1
InLuCi,RaCi,2,1
InLuCi,StEn,2,1
21Un,giro,3,99
ArFrCi,giro,3,99
RaCi,giro,3,99
StEn,giro,3,99
giro,21Un,3,99
giro,ArFrCi,3,99
giro,RaCi,3,99
giro,StEn,3,99
21Un,dopa,3,99
ArFrCi,dopa,3,99
RaCi,dopa,3,99
StEn,dopa,3,99
dopa,21Un,3,99
dopa,ArFrCi,3,99
dopa,RaCi,3,99
dopa,StEn,3,99
JaPaFiPr,Tax,1,99
viqu,Bai,1,99
yash,Bai,1,99
juwa,Bai,1,99
dazh,Bai,1,99
OmMe,Bai,1,99
BoEnCh,Bai,1,99
ChFiGrCo,Bai,1,99
viqu,yash,3,99
viqu,juwa,3,99
viqu,dazh,3,99
yash,viqu,3,99
juwa,viqu,3,99
dazh,viqu,3,99
yash,juwa,3,99
yash,dazh,3,99
juwa,yash,3,99
dazh,yash,3,99
juwa,dazh,3,99
dazh,juwa,3,99
OmMe,viqu,3,99
OmMe,yash,3,99
OmMe,juwa,3,99
OmMe,dazh,3,99
viqu,OmMe,3,99
yash,OmMe,3,99
juwa,OmMe,3,99
dazh,OmMe,3,99
BoEnCh,viqu,3,99
BoEnCh,yash,3,99
BoEnCh,juwa,3,99
BoEnCh,dazh,3,99
viqu,BoEnCh,3,99
yash,BoEnCh,3,99
juwa,BoEnCh,3,99
dazh,BoEnCh,3,99
ChFiGrCo,viqu,3,99
ChFiGrCo,yash,3,99
ChFiGrCo,juwa,3,99
ChFiGrCo,dazh,3,99
viqu,ChFiGrCo,3,99
yash,ChFiGrCo,3,99
juwa,ChFiGrCo,3,99
dazh,ChFiGrCo,3,99
cane,Poz,1,99
adso,Poz,1,99
HaHuEn,Poz,1,99
HbEu,Poz,1,99
PaFilm,Poz,1,99
CeNaAlCi,Poz,2,1
CeNaAlCi,HaHuEn,2,1
CeNaAlCi,HbEu,2,1
CeNaAlCi,PaFilm,2,1
cane,adso,3,99
adso,cane,3,99
cane,HaHuEn,3,99
cane,HbEu,3,99
cane,PaFilm,3,99
HaHuEn,cane,3,99
HbEu,cane,3,99
PaFilm,cane,3,99
HaHuEn,adso,3,99
HbEu,adso,3,99
PaFilm,adso,3,99
adso,HaHuEn,3,99
adso,HbEu,3,99
adso,PaFilm,3,99
MiDeBeEDeAtCuEDeTu,Fuo,2,1
MiDeBeEDeAtCuEDeTu,21Un,2,1
MiDeBeEDeAtCuEDeTu,RaCi,2,1
MiDeBeEDeAtCuEDeTu,StEn,2,1
MiDeBeEDeAtCuEDeTu,ArFrCi,2,1
De,Quo,1,99
Co99Fi,Quo,1,99
DiCu,Quo,1,99
N2En,Quo,1,99
RaFiPr,Quo,1,99
ExEm,Quo,1,99
InPr,Quo,1,99
ToAs,Quo,1,99
Fi,Quo,2,1
MeBe,Quo,2,1
OrFi,Quo,2,1
ÖsFi,Quo,2,1
PoFi,Quo,2,1
jazb,Quo,1,99
daib,Quo,1,99
jazb,daib,3,99
daib,jazb,3,99
Fi,De,2,1
MeBe,De,2,1
OrFi,De,2,1
ÖsFi,De,2,1
PoFi,De,2,1
Fi,Co99Fi,2,2
MeBe,Co99Fi,2,2
OrFi,Co99Fi,2,1
ÖsFi,Co99Fi,2,1
PoFi,Co99Fi,2,1
Fi,DiCu,2,1
MeBe,DiCu,2,1
OrFi,DiCu,2,1
ÖsFi,DiCu,2,1
PoFi,DiCu,2,1
Fi,N2En,2,1
MeBe,N2En,2,1
OrFi,N2En,2,1
ÖsFi,N2En,2,1
PoFi,N2En,2,1
Fi,RaFiPr,2,1
MeBe,RaFiPr,2,1
OrFi,RaFiPr,2,1
ÖsFi,RaFiPr,2,1
PoFi,RaFiPr,2,1
Fi,ExEm,2,1
MeBe,ExEm,2,1
OrFi,ExEm,2,1
ÖsFi,ExEm,2,1
PoFi,ExEm,2,1
Fi,InPr,2,1
MeBe,InPr,2,1
OrFi,InPr,2,1
ÖsFi,InPr,2,1
PoFi,InPr,2,1
Fi,ToAs,2,1
MeBe,ToAs,2,1
OrFi,ToAs,2,1
ÖsFi,ToAs,2,1
PoFi,ToAs,2,1
De,jazb,3,99
Co99Fi,jazb,3,99
DiCu,jazb,3,99
N2En,jazb,3,99
RaFiPr,jazb,3,99
ExEm,jazb,3,99
InPr,jazb,3,99
ToAs,jazb,3,99
jazb,De,3,99
jazb,Co99Fi,3,99
jazb,DiCu,3,99
jazb,N2En,3,99
jazb,RaFiPr,3,99
jazb,ExEm,3,99
jazb,InPr,3,99
jazb,ToAs,3,99
De,daib,3,99
Co99Fi,daib,3,99
DiCu,daib,3,99
N2En,daib,3,99
RaFiPr,daib,3,99
ExEm,daib,3,99
InPr,daib,3,99
ToAs,daib,3,99
daib,De,3,99
daib,Co99Fi,3,99
daib,DiCu,3,99
daib,N2En,3,99
daib,RaFiPr,3,99
daib,ExEm,3,99
daib,InPr,3,99
daib,ToAs,3,99
